query_id,query_text,doc_id,doc_title,doc_url,language,method,rank,relevant,confidence,annotator,notes
q003,জলবায়ু পরিবর্তন,337929_6c6c8931,ঢাকায় পানিদূষণ কমাতে ৩৭ কোটি ডলার ঋণ দিচ্ছে বিশ্বব্যাংক,https://samakal.com/economics/article/337929/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A7%9F-%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%A6%E0%A7%82%E0%A6%B7%E0%A6%A3-%E0%A6%95%E0%A6%AE%E0%A6%BE%E0%A6%A4%E0%A7%87-%E0%A7%A9%E0%A7%AD-%E0%A6%95%E0%A7%8B%E0%A6%9F%E0%A6%BF-%E0%A6%A1%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%8B%E0%A6%A3-%E0%A6%A6%E0%A6%BF%E0%A6%9A%E0%A7%8D%E0%A6%9B%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%95,bangla,semantic,10,,,,
q003,জলবায়ু পরিবর্তন,1218c68fcd3f7d74,"শীতকাল ছোট হচ্ছে, ৭০ বছর পর কেমন হবে",https://www.prothomalo.com/bangladesh/environment/sq04nmv8ck,bangla,hybrid,1,,,,
q003,জলবায়ু পরিবর্তন,171831_5c54d7c8,Climate Change and Health Impacts – An Economic Case for Investment in Bangladesh,https://unb.com.bd/category/Opinion/climate-change-and-health-impacts-an-economic-case-for-investment-in-bangladesh/171831,english,hybrid,2,,,,
q003,জলবায়ু পরিবর্তন,170034_85caa312,Bangladesh’s Coastal Fishers: Trapped by Debt and Climate Change,https://unb.com.bd/category/Opinion/bangladeshs-coastal-fishers-trapped-by-debt-and-climate-change/170034,english,hybrid,3,,,,
q003,জলবায়ু পরিবর্তন,5acb99704cbb1c92,গ্রিনহাউস গ্যাসকে জনস্বাস্থ্যের জন্য বিপজ্জনক বিবেচনার ঘোষণা বাতিল করলেন ট্রাম্প,https://www.prothomalo.com/world/usa/9sg557cb3n,bangla,hybrid,4,,,,
q003,জলবায়ু পরিবর্তন,430931_5d0a83f7,"সপ্তাহ জুড়ে বাড়বে গরম, আবহাওয়া থাকবে শুষ্ক",https://www.dhakapost.com/national/430931,bangla,hybrid,5,,,,
q003,জলবায়ু পরিবর্তন,2b69f8e0238925ff,"আবার শৈত্যপ্রবাহ ৩ জেলায়, রাজধানীতেও কমল তাপমাত্রা",https://www.prothomalo.com/bangladesh/environment/vka8bg7iwz,bangla,hybrid,6,,,,
q003,জলবায়ু পরিবর্তন,175188_f5bdb7fa,"Police to act against noise from vehicles, construction work, loudspeakers",https://unb.com.bd/category/Environment/police-to-act-against-noise-from-vehicles-construction-work-loudspeakers/175188,english,hybrid,7,,,,
q003,জলবায়ু পরিবর্তন,dd01e0c26cbf5436,ভোটের দিন কোন বিভাগে আবহাওয়া কেমন থাকবে,https://www.prothomalo.com/bangladesh/environment/1donut6kbf,bangla,hybrid,8,,,,
q003,জলবায়ু পরিবর্তন,430891_2e751012,গণভোটে ‘হ্যাঁ’ জয় : কী কী পরিবর্তন আসছে,https://www.dhakapost.com/national/430891,bangla,hybrid,9,,,,
q003,জলবায়ু পরিবর্তন,c769e3251090f567,ছুটির দিনের সকালেও বায়ুদূষণে বিশ্বে দ্বিতীয় ঢাকা,https://www.prothomalo.com/bangladesh/environment/in117jen3u,bangla,hybrid,10,,,,
q004,করোনা ভাইরাস,0c09b9986927a234,সপ্তাহের প্রথম কর্মদিবসের সকালে ঢাকা বিশ্বের সবচেয়ে দূষিত বায়ুর শহর,https://www.prothomalo.com/bangladesh/environment/yrns01jpij,bangla,bm25,1,,,,
q004,করোনা ভাইরাস,71fbc0763fd68cf6,"সপ্তাহের প্রথম কর্মদিবসের সকালে বায়ুদূষণের শীর্ষে ঢাকা, ভয়ানক দূষণ ৪ স্থানে",https://www.prothomalo.com/bangladesh/environment/gryqmneozy,bangla,bm25,2,,,,
q004,করোনা ভাইরাস,0970981004997808,বায়ুদূষণে বাংলাদেশে ভয়ংকর হচ্ছে ডেঙ্গু,https://www.prothomalo.com/bangladesh/hoy5hli9p5,bangla,bm25,3,,,,
q004,করোনা ভাইরাস,338402_98477ab4,মধ্যপ্রাচ্যে মোতায়েনে প্রস্তুত হচ্ছে আরেকটি মার্কিন রণতরী,https://samakal.com/international/article/338402/%E0%A6%AE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9A%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%AE%E0%A7%8B%E0%A6%A4%E0%A6%BE%E0%A7%9F%E0%A7%87%E0%A6%A8%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%81%E0%A6%A4-%E0%A6%B9%E0%A6%9A%E0%A7%8D%E0%A6%9B%E0%A7%87-%E0%A6%86%E0%A6%B0%E0%A7%87%E0%A6%95%E0%A6%9F%E0%A6%BF-%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A6%BF%E0%A6%A8-%E0%A6%B0%E0%A6%A3%E0%A6%A4%E0%A6%B0%E0%A7%80%C2%A0,bangla,bm25,4,,,,
q004,করোনা ভাইরাস,430871_339311bd,ভারতকে ৭ উইকেটে হারাল আরব আমিরাত,https://www.dhakapost.com/sports/430871,bangla,bm25,5,,,,
q004,করোনা ভাইরাস,e72ca114f66c17b3,"ঢাকার ৪ স্থানে মাত্রাতিরিক্ত বায়ুদূষণ, রাজধানীজুড়ে ‘খুব অস্বাস্থ্যকর’ বায়ু",https://www.prothomalo.com/bangladesh/environment/xfc0r6tmks,bangla,bm25,6,,,,
q004,করোনা ভাইরাস,5e85d49ce8cebaf7,"ঢাকার আজকের বায়ু ‘খুব অস্বাস্থ্যকর’, সুরক্ষায় আপনার জন্য কিছু পরামর্শ",https://www.prothomalo.com/bangladesh/environment/1rmklca54t,bangla,bm25,7,,,,
q004,করোনা ভাইরাস,5559c22ca4e937c3,"বায়ুদূষণে বিশ্বের ১১৯ শহরের মধ্যে দ্বিতীয় ঢাকা, পাশের শহরটির দূষণ আরও বেশি",https://www.prothomalo.com/bangladesh/environment/oxchbkoz4a,bangla,bm25,8,,,,
q004,করোনা ভাইরাস,1cae1d272cd4bb5b,"ঢাকার ৬ স্থানে আজ সকালে ব্যাপক দূষণ, পুরো নগরীর বায়ু খুব অস্বাস্থ্যকর",https://www.prothomalo.com/bangladesh/environment/g8jiow10qj,bangla,bm25,9,,,,
q004,করোনা ভাইরাস,40971c001892a3bb,"ছুটির দিনে ভয়ানক বায়ুদূষণ ঢাকায়, ৯ স্থানে দূষণ অনেক বেশি",https://www.prothomalo.com/bangladesh/environment/hucnp16rgw,bangla,bm25,10,,,,
